inst#,actual,predicted,error,prediction
4397,1:no,1:no,,0.74
4398,1:no,1:no,,0.75
4399,1:no,1:no,,0.756
4400,1:no,1:no,,0.753
4401,1:no,1:no,,0.792
4402,1:no,1:no,,0.716
4403,1:no,1:no,,0.735
4404,1:no,1:no,,0.745
4405,1:no,1:no,,0.751
4406,1:no,1:no,,0.748
4407,1:no,1:no,,0.805
4408,1:no,1:no,,0.562
4409,1:no,1:no,,0.595
4410,1:no,1:no,,0.687
4411,1:no,1:no,,0.696
4412,1:no,1:no,,0.661
4413,1:no,1:no,,0.817
4414,1:no,2:yes,+,0.619
4415,1:no,2:yes,+,0.552
4416,1:no,2:yes,+,0.532
4417,1:no,2:yes,+,0.516
4418,1:no,2:yes,+,0.534
4419,1:no,1:no,,0.753
4420,1:no,2:yes,+,0.501
4421,1:no,2:yes,+,0.51
4422,1:no,1:no,,0.572
4423,1:no,1:no,,0.587
4424,1:no,1:no,,0.595
4425,1:no,1:no,,0.706
4426,1:no,2:yes,+,0.611
4427,1:no,2:yes,+,0.563
4428,1:no,2:yes,+,0.55
4429,1:no,2:yes,+,0.543
4430,1:no,2:yes,+,0.537
4431,1:no,1:no,,0.706
4432,1:no,2:yes,+,0.605
4433,1:no,2:yes,+,0.557
4434,1:no,2:yes,+,0.543
4435,1:no,2:yes,+,0.537
4436,1:no,2:yes,+,0.521
4437,1:no,1:no,,0.628
4438,2:yes,2:yes,,0.784
4439,2:yes,2:yes,,0.736
4440,2:yes,2:yes,,0.728
4441,2:yes,2:yes,,0.718
4442,2:yes,2:yes,,0.714
4443,1:no,1:no,,0.756
4444,1:no,2:yes,+,0.503
4445,1:no,2:yes,+,0.542
4446,1:no,1:no,,0.57
4447,1:no,1:no,,0.587
4448,1:no,1:no,,0.611
4449,1:no,1:no,,0.729
4450,1:no,2:yes,+,0.691
4451,1:no,2:yes,+,0.619
4452,1:no,2:yes,+,0.61
4453,1:no,2:yes,+,0.599
4454,1:no,2:yes,+,0.556
4455,1:no,1:no,,0.739
4456,1:no,2:yes,+,0.686
4457,1:no,2:yes,+,0.611
4458,1:no,2:yes,+,0.602
4459,1:no,2:yes,+,0.591
4460,1:no,2:yes,+,0.548
4461,1:no,1:no,,0.755
4462,1:no,2:yes,+,0.592
4463,1:no,2:yes,+,0.572
4464,1:no,2:yes,+,0.516
4465,1:no,2:yes,+,0.504
4466,1:no,2:yes,+,0.518
4467,1:no,1:no,,0.885
4468,1:no,2:yes,+,0.521
4469,1:no,1:no,,0.602
4470,1:no,1:no,,0.62
4471,1:no,1:no,,0.627
4472,1:no,1:no,,0.602
4473,1:no,1:no,,0.878
4474,1:no,2:yes,+,0.505
4475,1:no,1:no,,0.539
4476,1:no,1:no,,0.612
4477,1:no,1:no,,0.62
4478,1:no,1:no,,0.6
4479,1:no,1:no,,0.874
4480,1:no,2:yes,+,0.591
4481,1:no,1:no,,0.531
4482,1:no,1:no,,0.548
4483,1:no,1:no,,0.556
4484,1:no,1:no,,0.546
4485,1:no,1:no,,0.877
4486,1:no,1:no,,0.559
4487,1:no,1:no,,0.602
4488,1:no,1:no,,0.652
4489,1:no,1:no,,0.659
4490,1:no,1:no,,0.642
4491,1:no,1:no,,0.898
4492,1:no,1:no,,0.632
4493,1:no,1:no,,0.652
4494,1:no,1:no,,0.71
4495,1:no,1:no,,0.715
4496,1:no,1:no,,0.727
4497,1:no,1:no,,0.886
4498,1:no,1:no,,0.513
4499,1:no,1:no,,0.616
4500,1:no,1:no,,0.622
4501,1:no,1:no,,0.631
4502,1:no,1:no,,0.611
4503,1:no,1:no,,0.889
4504,1:no,1:no,,0.521
4505,1:no,1:no,,0.619
4506,1:no,1:no,,0.625
4507,1:no,1:no,,0.634
4508,1:no,1:no,,0.619
4509,1:no,1:no,,0.884
4510,1:no,1:no,,0.643
4511,1:no,1:no,,0.66
4512,1:no,1:no,,0.707
4513,1:no,1:no,,0.716
4514,1:no,1:no,,0.677
4515,1:no,1:no,,0.889
4516,1:no,1:no,,0.602
4517,1:no,1:no,,0.628
4518,1:no,1:no,,0.673
4519,1:no,1:no,,0.681
4520,1:no,1:no,,0.663
4521,1:no,1:no,,0.884
4522,1:no,1:no,,0.584
4523,1:no,1:no,,0.66
4524,1:no,1:no,,0.662
4525,1:no,1:no,,0.671
4526,1:no,1:no,,0.632
4527,1:no,1:no,,0.893
4528,1:no,1:no,,0.55
4529,1:no,1:no,,0.578
4530,1:no,1:no,,0.661
4531,1:no,1:no,,0.669
4532,1:no,1:no,,0.64
4533,1:no,1:no,,0.894
4534,1:no,1:no,,0.554
4535,1:no,1:no,,0.581
4536,1:no,1:no,,0.664
4537,1:no,1:no,,0.672
4538,1:no,1:no,,0.643
4539,1:no,1:no,,0.894
4540,1:no,2:yes,+,0.536
4541,1:no,1:no,,0.589
4542,1:no,1:no,,0.598
4543,1:no,1:no,,0.606
4544,1:no,1:no,,0.598
4545,1:no,1:no,,0.893
4546,1:no,1:no,,0.59
4547,1:no,1:no,,0.601
4548,1:no,1:no,,0.679
4549,1:no,1:no,,0.687
4550,1:no,1:no,,0.665
4551,1:no,1:no,,0.893
4552,1:no,1:no,,0.59
4553,1:no,1:no,,0.601
4554,1:no,1:no,,0.679
4555,1:no,1:no,,0.687
4556,1:no,1:no,,0.665
4557,1:no,1:no,,0.836
4558,1:no,2:yes,+,0.502
4559,1:no,1:no,,0.601
4560,1:no,1:no,,0.61
4561,1:no,1:no,,0.618
4562,1:no,1:no,,0.611
4563,1:no,1:no,,0.837
4564,1:no,2:yes,+,0.502
4565,1:no,1:no,,0.601
4566,1:no,1:no,,0.61
4567,1:no,1:no,,0.618
4568,1:no,1:no,,0.611
4569,1:no,1:no,,0.806
4570,1:no,1:no,,0.693
4571,1:no,1:no,,0.556
4572,1:no,1:no,,0.8
4573,1:no,1:no,,0.862
4574,1:no,1:no,,0.639
4575,1:no,1:no,,0.537
4576,1:no,1:no,,0.854
4577,1:no,1:no,,0.836
4578,1:no,1:no,,0.534
4579,1:no,2:yes,+,0.531
4580,1:no,1:no,,0.677
4581,1:no,1:no,,0.86
4582,1:no,1:no,,0.772
4583,1:no,1:no,,0.647
4584,1:no,2:yes,+,0.57
4585,1:no,2:yes,+,0.625
4586,1:no,1:no,,0.549
4587,1:no,2:yes,+,0.509
4588,2:yes,2:yes,,0.823
4589,2:yes,2:yes,,0.852
4590,1:no,2:yes,+,0.839
4591,1:no,1:no,,0.505
4592,2:yes,2:yes,,0.81
4593,2:yes,2:yes,,0.834
4594,1:no,2:yes,+,0.714
4595,1:no,1:no,,0.806
4596,1:no,1:no,,0.567
4597,1:no,2:yes,+,0.51
4598,1:no,1:no,,0.724
4599,1:no,1:no,,0.784
4600,1:no,2:yes,+,0.612
4601,1:no,2:yes,+,0.597
4602,1:no,2:yes,+,0.522
4603,1:no,1:no,,0.786
4604,1:no,2:yes,+,0.521
4605,1:no,2:yes,+,0.586
4606,1:no,1:no,,0.643
4607,1:no,1:no,,0.741
4608,1:no,2:yes,+,0.509
4609,1:no,2:yes,+,0.571
4610,1:no,1:no,,0.639
4611,1:no,1:no,,0.725
4612,1:no,2:yes,+,0.59
4613,1:no,2:yes,+,0.643
4614,1:no,2:yes,+,0.512
4615,1:no,1:no,,0.728
4616,1:no,2:yes,+,0.6
4617,1:no,2:yes,+,0.657
4618,1:no,1:no,,0.594
4619,1:no,1:no,,0.723
4620,1:no,2:yes,+,0.61
4621,1:no,2:yes,+,0.668
4622,1:no,1:no,,0.584
4623,1:no,1:no,,0.891
4624,1:no,1:no,,0.705
4625,1:no,1:no,,0.602
4626,1:no,1:no,,0.86
4627,1:no,1:no,,0.865
4628,1:no,1:no,,0.676
4629,1:no,1:no,,0.555
4630,1:no,1:no,,0.753
4631,1:no,1:no,,0.901
4632,1:no,1:no,,0.879
4633,1:no,1:no,,0.887
4634,1:no,1:no,,0.704
4635,1:no,1:no,,0.627
4636,1:no,1:no,,0.833
4637,1:no,1:no,,0.876
4638,1:no,1:no,,0.57
4639,1:no,1:no,,0.506
4640,1:no,1:no,,0.694
4641,1:no,1:no,,0.869
4642,1:no,1:no,,0.571
4643,1:no,1:no,,0.506
4644,1:no,1:no,,0.769
4645,1:no,1:no,,0.799
4646,1:no,1:no,,0.585
4647,1:no,1:no,,0.521
4648,1:no,1:no,,0.639
4649,1:no,1:no,,0.755
4650,1:no,1:no,,0.554
4651,1:no,2:yes,+,0.516
4652,1:no,1:no,,0.574
4653,1:no,1:no,,0.756
4654,1:no,1:no,,0.556
4655,1:no,2:yes,+,0.513
4656,1:no,1:no,,0.615
4657,1:no,1:no,,0.758
4658,1:no,1:no,,0.56
4659,1:no,2:yes,+,0.509
4660,1:no,1:no,,0.619
4661,1:no,1:no,,0.796
4662,1:no,1:no,,0.589
4663,1:no,1:no,,0.506
4664,1:no,1:no,,0.667
4665,1:no,1:no,,0.804
4666,1:no,1:no,,0.633
4667,1:no,1:no,,0.547
4668,1:no,1:no,,0.639
4669,1:no,1:no,,0.839
4670,1:no,1:no,,0.728
4671,1:no,1:no,,0.793
4672,1:no,1:no,,0.735
4673,1:no,1:no,,0.759
4674,1:no,1:no,,0.785
4675,1:no,1:no,,0.676
4676,1:no,1:no,,0.671
4677,1:no,1:no,,0.672
4678,1:no,1:no,,0.805
4679,1:no,1:no,,0.63
4680,1:no,1:no,,0.634
4681,1:no,1:no,,0.809
4682,1:no,2:yes,+,0.514
4683,1:no,2:yes,+,0.51
4684,1:no,1:no,,0.704
4685,1:no,1:no,,0.869
4686,1:no,1:no,,0.622
4687,1:no,1:no,,0.631
4688,1:no,1:no,,0.84
4689,1:no,1:no,,0.522
4690,1:no,1:no,,0.526
4691,1:no,1:no,,0.748
4692,1:no,1:no,,0.826
4693,1:no,1:no,,0.569
4694,1:no,1:no,,0.598
4695,1:no,1:no,,0.714
4696,1:no,2:yes,+,0.5
4697,1:no,1:no,,0.503
4698,1:no,1:no,,0.636
4699,1:no,1:no,,0.862
4700,1:no,1:no,,0.81
4701,1:no,1:no,,0.748
4702,1:no,1:no,,0.657
4703,1:no,2:yes,+,0.648
4704,1:no,2:yes,+,0.643
4705,1:no,1:no,,0.573
4706,1:no,2:yes,+,0.704
4707,1:no,2:yes,+,0.7
4708,1:no,1:no,,0.51
4709,1:no,2:yes,+,0.509
4710,2:yes,2:yes,,0.809
4711,2:yes,2:yes,,0.805
4712,1:no,2:yes,+,0.753
4713,2:yes,2:yes,,0.829
4714,2:yes,2:yes,,0.819
4715,1:no,2:yes,+,0.771
4716,2:yes,1:no,+,0.505
4717,2:yes,2:yes,,0.797
4718,1:no,2:yes,+,0.797
4719,2:yes,2:yes,,0.675
4720,2:yes,2:yes,,0.83
4721,1:no,2:yes,+,0.819
4722,1:no,2:yes,+,0.714
4723,1:no,1:no,,0.811
4724,1:no,2:yes,+,0.536
4725,1:no,2:yes,+,0.528
4726,1:no,1:no,,0.706
4727,1:no,2:yes,+,0.623
4728,1:no,2:yes,+,0.619
4729,1:no,1:no,,0.622
4730,1:no,1:no,,0.786
4731,1:no,2:yes,+,0.6
4732,1:no,2:yes,+,0.575
4733,1:no,1:no,,0.509
4734,1:no,2:yes,+,0.653
4735,1:no,2:yes,+,0.647
4736,1:no,1:no,,0.799
4737,1:no,2:yes,+,0.566
4738,1:no,2:yes,+,0.55
4739,1:no,1:no,,0.648
4740,1:no,2:yes,+,0.64
4741,1:no,2:yes,+,0.633
4742,1:no,1:no,,0.587
4743,1:no,1:no,,0.695
4744,1:no,2:yes,+,0.605
4745,1:no,2:yes,+,0.592
4746,1:no,1:no,,0.575
4747,1:no,2:yes,+,0.655
4748,1:no,2:yes,+,0.64
4749,1:no,2:yes,+,0.546
4750,1:no,1:no,,0.731
4751,1:no,2:yes,+,0.579
4752,1:no,2:yes,+,0.568
4753,1:no,2:yes,+,0.507
4754,1:no,2:yes,+,0.628
4755,1:no,2:yes,+,0.619
4756,1:no,1:no,,0.548
4757,1:no,1:no,,0.724
4758,1:no,2:yes,+,0.596
4759,1:no,2:yes,+,0.583
4760,1:no,1:no,,0.587
4761,1:no,2:yes,+,0.662
4762,1:no,2:yes,+,0.64
4763,1:no,1:no,,0.541
4764,1:no,1:no,,0.729
4765,1:no,2:yes,+,0.598
4766,1:no,2:yes,+,0.592
4767,1:no,1:no,,0.584
4768,1:no,2:yes,+,0.657
4769,1:no,2:yes,+,0.647
4770,1:no,1:no,,0.54
4771,1:no,1:no,,0.891
4772,1:no,1:no,,0.643
4773,1:no,1:no,,0.655
4774,1:no,1:no,,0.807
4775,1:no,1:no,,0.51
4776,1:no,1:no,,0.521
4777,1:no,1:no,,0.741
4778,1:no,1:no,,0.869
4779,1:no,1:no,,0.656
4780,1:no,1:no,,0.663
4781,1:no,1:no,,0.732
4782,1:no,1:no,,0.55
4783,1:no,1:no,,0.554
4784,1:no,1:no,,0.674
4785,1:no,1:no,,0.892
4786,1:no,1:no,,0.84
4787,1:no,1:no,,0.751
4788,1:no,1:no,,0.89
4789,1:no,1:no,,0.625
4790,1:no,1:no,,0.636
4791,1:no,1:no,,0.809
4792,1:no,1:no,,0.555
4793,1:no,1:no,,0.559
4794,1:no,1:no,,0.725
4795,1:no,1:no,,0.876
4796,1:no,1:no,,0.58
4797,1:no,1:no,,0.587
4798,1:no,1:no,,0.671
4799,1:no,1:no,,0.521
4800,1:no,1:no,,0.526
4801,1:no,1:no,,0.616
4802,1:no,1:no,,0.87
4803,1:no,1:no,,0.568
4804,1:no,1:no,,0.578
4805,1:no,1:no,,0.762
4806,1:no,1:no,,0.508
4807,1:no,1:no,,0.517
4808,1:no,1:no,,0.69
4809,1:no,1:no,,0.799
4810,1:no,1:no,,0.534
4811,1:no,1:no,,0.538
4812,1:no,1:no,,0.646
4813,1:no,2:yes,+,0.53
4814,1:no,2:yes,+,0.523
4815,1:no,1:no,,0.602
4816,1:no,1:no,,0.756
4817,1:no,1:no,,0.57
4818,1:no,1:no,,0.571
4819,1:no,1:no,,0.582
4820,1:no,2:yes,+,0.516
4821,1:no,2:yes,+,0.516
4822,1:no,1:no,,0.536
4823,1:no,1:no,,0.758
4824,1:no,1:no,,0.574
4825,1:no,1:no,,0.575
4826,1:no,1:no,,0.64
4827,1:no,2:yes,+,0.512
4828,1:no,2:yes,+,0.512
4829,1:no,1:no,,0.584
4830,1:no,1:no,,0.758
4831,1:no,1:no,,0.574
4832,1:no,1:no,,0.575
4833,1:no,1:no,,0.64
4834,1:no,2:yes,+,0.512
4835,1:no,2:yes,+,0.512
4836,1:no,1:no,,0.584
4837,1:no,1:no,,0.796
4838,1:no,1:no,,0.574
4839,1:no,1:no,,0.595
4840,1:no,1:no,,0.686
4841,1:no,2:yes,+,0.512
4842,1:no,1:no,,0.506
4843,1:no,1:no,,0.625
4844,1:no,1:no,,0.804
4845,1:no,1:no,,0.62
4846,1:no,1:no,,0.621
4847,1:no,1:no,,0.639
4848,1:no,1:no,,0.535
4849,1:no,1:no,,0.535
4850,1:no,1:no,,0.586
4851,1:no,1:no,,0.839
4852,1:no,1:no,,0.749
4853,1:no,1:no,,0.684
4854,1:no,1:no,,0.793
4855,1:no,1:no,,0.735
4856,1:no,1:no,,0.775
4857,1:no,1:no,,0.79
4858,1:no,1:no,,0.777
4859,1:no,1:no,,0.501
4860,1:no,1:no,,0.517
4861,1:no,1:no,,0.537
4862,1:no,2:yes,+,0.562
4863,2:yes,2:yes,,0.774
4864,2:yes,2:yes,,0.777
4865,2:yes,2:yes,,0.766
4866,1:no,2:yes,+,0.564
4867,2:yes,2:yes,,0.844
4868,2:yes,2:yes,,0.847
4869,2:yes,2:yes,,0.835
4870,1:no,1:no,,0.687
4871,1:no,2:yes,+,0.585
4872,1:no,2:yes,+,0.574
4873,1:no,2:yes,+,0.563
4874,1:no,1:no,,0.637
4875,1:no,2:yes,+,0.676
4876,1:no,2:yes,+,0.68
4877,1:no,2:yes,+,0.668
4878,1:no,1:no,,0.826
4879,1:no,1:no,,0.681
4880,1:no,1:no,,0.695
4881,1:no,1:no,,0.717
4882,1:no,1:no,,0.836
4883,1:no,1:no,,0.554
4884,1:no,1:no,,0.568
4885,1:no,1:no,,0.592
4886,1:no,1:no,,0.837
4887,1:no,1:no,,0.712
4888,1:no,1:no,,0.726
4889,1:no,1:no,,0.753
4890,1:no,1:no,,0.873
4891,1:no,1:no,,0.692
4892,1:no,1:no,,0.713
4893,1:no,1:no,,0.73
4894,1:no,1:no,,0.877
4895,1:no,1:no,,0.757
4896,1:no,1:no,,0.772
4897,1:no,1:no,,0.771
4898,1:no,1:no,,0.867
4899,1:no,1:no,,0.687
4900,1:no,1:no,,0.697
4901,1:no,1:no,,0.71
4902,1:no,1:no,,0.873
4903,1:no,1:no,,0.762
4904,1:no,1:no,,0.776
4905,1:no,1:no,,0.797
4906,1:no,1:no,,0.873
4907,1:no,1:no,,0.762
4908,1:no,1:no,,0.776
4909,1:no,1:no,,0.797
4910,1:no,1:no,,0.869
4911,1:no,1:no,,0.69
4912,1:no,1:no,,0.7
4913,1:no,1:no,,0.714
4914,1:no,1:no,,0.785
4915,1:no,1:no,,0.693
4916,1:no,1:no,,0.738
4917,1:no,1:no,,0.556
4918,1:no,2:yes,+,0.538
4919,1:no,1:no,,0.529
4920,1:no,2:yes,+,0.571
4921,2:yes,2:yes,,0.839
4922,2:yes,2:yes,,0.88
4923,1:no,1:no,,0.831
4924,1:no,1:no,,0.668
4925,1:no,1:no,,0.682
4926,1:no,1:no,,0.831
4927,1:no,1:no,,0.769
4928,1:no,1:no,,0.781
4929,1:no,1:no,,0.832
4930,1:no,1:no,,0.643
4931,1:no,1:no,,0.743
4932,1:no,1:no,,0.815
4933,1:no,1:no,,0.734
4934,1:no,1:no,,0.843
4935,1:no,1:no,,0.685
4936,1:no,1:no,,0.711
4937,1:no,1:no,,0.861
4938,1:no,1:no,,0.768
4939,1:no,1:no,,0.78
4940,1:no,1:no,,0.835
4941,1:no,1:no,,0.688
4942,1:no,1:no,,0.632
4943,1:no,1:no,,0.837
4944,1:no,1:no,,0.683
4945,1:no,1:no,,0.643
4946,1:no,1:no,,0.866
4947,1:no,1:no,,0.786
4948,1:no,1:no,,0.759
4949,1:no,1:no,,0.852
4950,1:no,1:no,,0.793
4951,1:no,1:no,,0.786
4952,1:no,1:no,,0.855
4953,1:no,1:no,,0.676
4954,1:no,1:no,,0.629
4955,1:no,1:no,,0.847
4956,1:no,1:no,,0.659
4957,1:no,1:no,,0.588
4958,1:no,1:no,,0.866
4959,1:no,1:no,,0.79
4960,1:no,1:no,,0.749
4961,1:no,1:no,,0.873
4962,1:no,1:no,,0.824
4963,1:no,1:no,,0.795
4964,1:no,1:no,,0.887
4965,1:no,1:no,,0.783
4966,1:no,1:no,,0.674
4967,1:no,1:no,,0.889
4968,1:no,1:no,,0.786
4969,1:no,1:no,,0.691
4970,1:no,1:no,,0.889
4971,1:no,1:no,,0.755
4972,1:no,1:no,,0.691
4973,1:no,1:no,,0.875
4974,1:no,1:no,,0.823
4975,1:no,1:no,,0.777
4976,1:no,1:no,,0.873
4977,1:no,1:no,,0.843
4978,1:no,1:no,,0.836
4979,1:no,1:no,,0.851
4980,1:no,1:no,,0.785
4981,1:no,1:no,,0.708
4982,1:no,1:no,,0.852
4983,1:no,1:no,,0.789
4984,1:no,1:no,,0.713
4985,1:no,1:no,,0.852
4986,1:no,1:no,,0.741
4987,1:no,1:no,,0.713
4988,1:no,1:no,,0.853
4989,1:no,1:no,,0.798
4990,1:no,1:no,,0.795
4991,1:no,1:no,,0.877
4992,1:no,1:no,,0.826
4993,1:no,1:no,,0.792
4994,1:no,1:no,,0.809
4995,1:no,1:no,,0.793
4996,1:no,1:no,,0.789
4997,1:no,1:no,,0.769
4998,1:no,1:no,,0.74
4999,1:no,1:no,,0.664
5000,1:no,1:no,,0.769
5001,1:no,1:no,,0.728
5002,1:no,1:no,,0.664
5003,1:no,1:no,,0.877
5004,1:no,1:no,,0.826
5005,1:no,1:no,,0.792
5006,1:no,1:no,,0.874
5007,1:no,1:no,,0.845
5008,1:no,1:no,,0.841
5009,1:no,1:no,,0.88
5010,1:no,1:no,,0.811
5011,1:no,1:no,,0.809
5012,1:no,1:no,,0.879
5013,1:no,1:no,,0.801
5014,1:no,1:no,,0.719
5015,1:no,1:no,,0.879
5016,1:no,1:no,,0.801
5017,1:no,1:no,,0.798
5018,1:no,1:no,,0.879
5019,1:no,1:no,,0.761
5020,1:no,1:no,,0.719
5021,1:no,1:no,,0.877
5022,1:no,1:no,,0.826
5023,1:no,1:no,,0.792
5024,1:no,1:no,,0.881
5025,1:no,1:no,,0.849
5026,1:no,1:no,,0.825
5027,1:no,1:no,,0.886
5028,1:no,1:no,,0.809
5029,1:no,1:no,,0.784
5030,1:no,1:no,,0.866
5031,1:no,1:no,,0.732
5032,1:no,1:no,,0.684
5033,1:no,1:no,,0.877
5034,1:no,1:no,,0.826
5035,1:no,1:no,,0.792
5036,1:no,1:no,,0.864
5037,1:no,1:no,,0.835
5038,1:no,1:no,,0.815
5039,1:no,1:no,,0.882
5040,1:no,1:no,,0.835
5041,1:no,1:no,,0.754
5042,1:no,1:no,,0.839
5043,1:no,1:no,,0.734
5044,1:no,1:no,,0.65
5045,1:no,1:no,,0.873
5046,1:no,1:no,,0.813
5047,1:no,1:no,,0.709
5048,1:no,1:no,,0.806
5049,1:no,1:no,,0.547
5050,1:no,1:no,,0.63
5051,1:no,1:no,,0.857
5052,1:no,1:no,,0.564
5053,1:no,1:no,,0.581
5054,1:no,1:no,,0.604
5055,1:no,2:yes,+,0.711
5056,1:no,2:yes,+,0.686
5057,1:no,2:yes,+,0.515
5058,2:yes,2:yes,,0.845
5059,2:yes,2:yes,,0.843
5060,1:no,1:no,,0.509
5061,2:yes,2:yes,,0.859
5062,2:yes,2:yes,,0.853
5063,1:no,1:no,,0.799
5064,1:no,1:no,,0.503
5065,1:no,1:no,,0.516
5066,1:no,1:no,,0.725
5067,1:no,2:yes,+,0.526
5068,1:no,2:yes,+,0.503
5069,1:no,1:no,,0.727
5070,1:no,2:yes,+,0.513
5071,1:no,1:no,,0.51
5072,1:no,1:no,,0.737
5073,1:no,1:no,,0.51
5074,1:no,1:no,,0.532
5075,1:no,1:no,,0.835
5076,1:no,1:no,,0.667
5077,1:no,1:no,,0.645
5078,1:no,1:no,,0.827
5079,1:no,1:no,,0.621
5080,1:no,1:no,,0.625
5081,1:no,1:no,,0.829
5082,1:no,1:no,,0.638
5083,1:no,1:no,,0.643
5084,1:no,1:no,,0.84
5085,1:no,1:no,,0.657
5086,1:no,1:no,,0.66
5087,1:no,1:no,,0.829
5088,1:no,1:no,,0.641
5089,1:no,1:no,,0.646
5090,1:no,1:no,,0.822
5091,1:no,1:no,,0.629
5092,1:no,1:no,,0.634
5093,1:no,1:no,,0.825
5094,1:no,1:no,,0.63
5095,1:no,1:no,,0.635
5096,1:no,1:no,,0.783
5097,1:no,1:no,,0.649
5098,1:no,1:no,,0.82
5099,1:no,1:no,,0.71
5100,2:yes,1:no,+,0.651
5101,1:no,1:no,,0.83
5102,1:no,1:no,,0.763
5103,1:no,1:no,,0.858
5104,1:no,1:no,,0.731
5105,1:no,1:no,,0.691
5106,1:no,1:no,,0.579
5107,1:no,1:no,,0.715
5108,1:no,2:yes,+,0.515
5109,1:no,1:no,,0.715
5110,1:no,1:no,,0.54
5111,1:no,1:no,,0.725
5112,1:no,1:no,,0.578
5113,1:no,1:no,,0.757
5114,1:no,1:no,,0.621
5115,1:no,1:no,,0.742
5116,1:no,1:no,,0.578
5117,1:no,1:no,,0.754
5118,1:no,1:no,,0.62
5119,1:no,1:no,,0.743
5120,1:no,1:no,,0.601
5121,1:no,1:no,,0.892
5122,1:no,1:no,,0.813
5123,1:no,1:no,,0.844
5124,1:no,1:no,,0.768
5125,1:no,1:no,,0.777
5126,1:no,1:no,,0.674
5127,1:no,1:no,,0.777
5128,1:no,1:no,,0.684
5129,1:no,1:no,,0.811
5130,1:no,1:no,,0.736
5131,1:no,1:no,,0.814
5132,1:no,1:no,,0.74
5133,1:no,1:no,,0.793
5134,1:no,1:no,,0.795
5135,1:no,1:no,,0.847
5136,1:no,1:no,,0.808
5137,1:no,1:no,,0.853
5138,1:no,1:no,,0.84
5139,1:no,1:no,,0.725
5140,1:no,1:no,,0.586
5141,1:no,1:no,,0.563
5142,1:no,1:no,,0.585
5143,2:yes,2:yes,,0.569
5144,1:no,1:no,,0.866
5145,1:no,1:no,,0.774
5146,1:no,1:no,,0.873
5147,1:no,1:no,,0.838
5148,1:no,1:no,,0.873
5149,1:no,1:no,,0.757
5150,1:no,1:no,,0.881
5151,1:no,1:no,,0.806
5152,1:no,1:no,,0.868
5153,1:no,1:no,,0.821
5154,1:no,1:no,,0.867
5155,1:no,1:no,,0.736
5156,1:no,1:no,,0.873
5157,1:no,1:no,,0.68
5158,1:no,1:no,,0.892
5159,1:no,1:no,,0.845
5160,1:no,1:no,,0.891
5161,1:no,1:no,,0.859
5162,1:no,1:no,,0.883
5163,1:no,1:no,,0.725
5164,1:no,1:no,,0.884
5165,1:no,1:no,,0.712
5166,1:no,1:no,,0.896
5167,1:no,1:no,,0.738
5168,1:no,1:no,,0.902
5169,1:no,1:no,,0.857
5170,1:no,1:no,,0.894
5171,1:no,1:no,,0.879
5172,1:no,1:no,,0.9
5173,1:no,1:no,,0.763
5174,1:no,1:no,,0.916
5175,1:no,1:no,,0.813
5176,1:no,1:no,,0.904
5177,1:no,1:no,,0.859
5178,1:no,1:no,,0.891
5179,1:no,1:no,,0.862
5180,1:no,1:no,,0.872
5181,1:no,1:no,,0.752
5182,1:no,1:no,,0.873
5183,1:no,1:no,,0.755
5184,1:no,1:no,,0.873
5185,1:no,1:no,,0.765
5186,1:no,1:no,,0.905
5187,1:no,1:no,,0.861
5188,1:no,1:no,,0.858
5189,1:no,1:no,,0.799
5190,1:no,1:no,,0.802
5191,1:no,1:no,,0.694
5192,1:no,1:no,,0.845
5193,1:no,1:no,,0.714
5194,1:no,1:no,,0.806
5195,1:no,1:no,,0.749
5196,1:no,1:no,,0.845
5197,1:no,1:no,,0.785
5198,1:no,1:no,,0.859
5199,1:no,1:no,,0.584
5200,1:no,1:no,,0.579
5201,1:no,2:yes,+,0.642
5202,1:no,1:no,,0.869
5203,1:no,1:no,,0.705
5204,1:no,1:no,,0.877
5205,1:no,1:no,,0.757
5206,1:no,1:no,,0.847
5207,1:no,1:no,,0.505
5208,1:no,1:no,,0.854
5209,1:no,1:no,,0.513
5210,1:no,1:no,,0.857
5211,1:no,1:no,,0.533
5212,1:no,1:no,,0.891
5213,1:no,1:no,,0.743
5214,1:no,1:no,,0.901
5215,1:no,1:no,,0.828
5216,1:no,1:no,,0.883
5217,1:no,1:no,,0.666
5218,1:no,1:no,,0.883
5219,1:no,1:no,,0.67
5220,1:no,1:no,,0.902
5221,1:no,1:no,,0.769
5222,1:no,1:no,,0.754
5223,1:no,1:no,,0.647
5224,1:no,1:no,,0.779
5225,1:no,1:no,,0.501
5226,1:no,1:no,,0.78
5227,1:no,1:no,,0.522
5228,1:no,1:no,,0.786
5229,1:no,1:no,,0.564
5230,1:no,1:no,,0.789
5231,1:no,1:no,,0.642
5232,1:no,1:no,,0.79
5233,1:no,1:no,,0.642
5234,1:no,1:no,,0.79
5235,1:no,1:no,,0.643
5236,1:no,1:no,,0.917
5237,1:no,1:no,,0.692
5238,1:no,1:no,,0.855
5239,1:no,1:no,,0.739
5240,1:no,1:no,,0.913
5241,1:no,1:no,,0.82
5242,1:no,1:no,,0.905
5243,1:no,1:no,,0.857
5244,1:no,1:no,,0.912
5245,1:no,1:no,,0.811
5246,1:no,1:no,,0.913
5247,1:no,1:no,,0.822
5248,1:no,1:no,,0.803
5249,1:no,1:no,,0.741
