idCell,specId,TableOrder,Content,concepts,semanticTypes
26266,9562b54c-7ccd-411f-8e84-0c9de897cfea,"Table 2","Thyroid hormones appear to increase the catabolism of vitamin K-dependent clotting factors, thereby increasing the anticoagulant activity of oral anticoagulants. Concomitant use of these agents impairs the compensatory increases in clotting factor synthesis. Prothrombin time should be carefully monitored in patients taking levothyroxine and oral anticoagulants and the dose of anticoagulant therapy adjusted accordingly.","C0700364, C0040363, C0041260, C1883351, C0442805, C0543484, C0699900, C1516314, C0851827, C1701901, C3244310, C0442808, C0521115, C0042153, C0457083, C1947944, C0450442, C1254351, C1521826, C0231186, C0205217, C0442805, C0220781, C1883254, C0030695, C0150369, C0181904, C0596972, C1521743, C1704646, C0030705, C1515187, C0040165, C1881373, C0178602, C0869039, C1114758, C0456081, C0040135, C0042878, C2936884, C3541380, C3714648, C0005789, C1148561, C0354604, C0005789, C0033707, C0482694, C0354604, C0150457","Qualitative Concept (qlco), Geographic Area (geoa), Amino Acid, Peptide, or Protein (aapp), Qualitative Concept (qlco), Functional Concept (ftcn), Functional Concept (ftcn), Organism Function (orgf), Physiologic Function (phsf), Qualitative Concept (qlco), Qualitative Concept (qlco), Functional Concept (ftcn), Functional Concept (ftcn), Temporal Concept (tmco), Functional Concept (ftcn), Functional Concept (ftcn), Intellectual Product (inpr), Chemical Viewed Functionally (chvf), Pharmacologic Substance (phsu), Intellectual Product (inpr), Functional Concept (ftcn), Quantitative Concept (qnco), Functional Concept (ftcn), Biologic Function (biof), Activity (acty), Health Care Activity (hlca), Health Care Activity (hlca), Medical Device (medd), Medical Device (medd), Professional or Occupational Group (prog), Manufactured Object (mnob), Patient or Disabled Group (podg), Health Care Activity (hlca), Amino Acid, Peptide, or Protein (aapp), Organic Chemical (orch), Quantitative Concept (qnco), Quantitative Concept "
26267,9562b54c-7ccd-411f-8e84-0c9de897cfea,"Table 2","Antidepressants- Tricyclics (e.g., Amitriptyline)- Tetracyclics (e.g., Maprotiline)- Selective Serotonin Reuptake Inhibitors (SSRIs; e.g., Sertraline)","C0003290, C0002600, C0024778, C0360105, C0074393, C0360105","Pharmacologic Substance (phsu), Organic Chemical (orch), Organic Chemical (orch), Pharmacologic Substance (phsu), Organic Chemical (orch), Pharmacologic Substance (phsu)"
26268,9562b54c-7ccd-411f-8e84-0c9de897cfea,"Table 2","Antidepressants- Tricyclics (e.g., Amitriptyline)- Tetracyclics (e.g., Maprotiline)- Selective Serotonin Reuptake Inhibitors (SSRIs; e.g., Sertraline)","C0003290, C0002600, C0024778, C0360105, C0074393, C0360105","Pharmacologic Substance (phsu), Organic Chemical (orch), Organic Chemical (orch), Pharmacologic Substance (phsu), Organic Chemical (orch), Pharmacologic Substance (phsu)"
26269,9562b54c-7ccd-411f-8e84-0c9de897cfea,"Table 2","Antidepressants- Tricyclics (e.g., Amitriptyline)- Tetracyclics (e.g., Maprotiline)- Selective Serotonin Reuptake Inhibitors (SSRIs; e.g., Sertraline)","C0003290, C0002600, C0024778, C0360105, C0074393, C0360105","Pharmacologic Substance (phsu), Organic Chemical (orch), Organic Chemical (orch), Pharmacologic Substance (phsu), Organic Chemical (orch), Pharmacologic Substance (phsu)"
26270,9562b54c-7ccd-411f-8e84-0c9de897cfea,"Table 2","Concurrent use of tri/tetracyclic antidepressants and levothyroxine may increase the therapeutic and toxic effects of both drugs, possibly due to increased receptor sensitivity to catecholamines.Toxic effects may include increased risk of cardiac arrhythmias and CNS stimulation; onset of action of tricyclics may be accelerated. Administration of sertraline in patients stabilized on levothyroxine may result in increased levothyroxine requirements.","C0205420, C0042153, C0457083, C1947944, C0814229, C0040165, C1881373, C0442805, C0087111, C0302350, C0013227, C3687832, C2362652, C1881189, C2346484, C0205217, C0442805, C0597357, C0007412, C0332257, C1552866, C2700399, C0205217, C0442805, C0035647, C0206132, C0332162, C0441472, C3266814, C0003290, C0521110, C0001554, C1533734, C0074393, C0030705, C0184512, C0040165, C1881373, C1274040, C1546471, C2825142, C0520917, C0040165, C1881373, C0360108, C0600688, C0597362, C0600688, C0003811, C0151560, C2919013","Temporal Concept (tmco), Functional Concept (ftcn), Functional Concept (ftcn), Intellectual Product (inpr), Intellectual Product (inpr), Amino Acid, Peptide, or Protein (aapp), Organic Chemical (orch), Functional Concept (ftcn), Therapeutic or Preventive Procedure (topp), Functional Concept (ftcn), Pharmacologic Substance (phsu), Therapeutic or Preventive Procedure (topp), Qualitative Concept (qlco), Phenomenon or Process (phpr), Phenomenon or Process (phpr), Quantitative Concept (qnco), Functional Concept (ftcn), Amino Acid, Peptide, or Protein (aapp), Biologically Active Substance (bacs), Functional Concept (ftcn), Idea or Concept (idcn), Activity (acty), Quantitative Concept (qnco), Functional Concept (ftcn), Idea or Concept (idcn), Quantitative Concept (qnco), Qualitative Concept (qlco), Functional Concept (ftcn), Activity (acty), Pharmacologic Substance (phsu), Functional Concept (ftcn), Occupational Activity (ocac), Therapeutic or Preventive Procedure (topp), Organic Chemical (orch), Patient or Disabled"
26271,9562b54c-7ccd-411f-8e84-0c9de897cfea,"Table 2","Antidiabetic Agents- Biguanides- Meglitinides- Sulfonylureas- Thiazolidediones- Insulin","C0005382, C0360396, C3540012, C0065880, C1579432, C0038766, C3653359, C0021641, C1533581, C1579433, C3714501, C0935929","Organic Chemical (orch), Organic Chemical (orch), Organic Chemical (orch), Organic Chemical (orch), Pharmacologic Substance (phsu), Organic Chemical (orch), Pharmacologic Substance (phsu), Amino Acid, Peptide, or Protein (aapp), Amino Acid, Peptide, or Protein (aapp), Pharmacologic Substance (phsu), Hormone (horm), Pharmacologic Substance (phsu)"
26272,9562b54c-7ccd-411f-8e84-0c9de897cfea,"Table 2","Antidiabetic Agents- Biguanides- Meglitinides- Sulfonylureas- Thiazolidediones- Insulin","C0005382, C0360396, C3540012, C0065880, C1579432, C0038766, C3653359, C0021641, C1533581, C1579433, C3714501, C0935929","Organic Chemical (orch), Organic Chemical (orch), Organic Chemical (orch), Organic Chemical (orch), Pharmacologic Substance (phsu), Organic Chemical (orch), Pharmacologic Substance (phsu), Amino Acid, Peptide, or Protein (aapp), Amino Acid, Peptide, or Protein (aapp), Pharmacologic Substance (phsu), Hormone (horm), Pharmacologic Substance (phsu)"
26273,9562b54c-7ccd-411f-8e84-0c9de897cfea,"Table 2","Antidiabetic Agents- Biguanides- Meglitinides- Sulfonylureas- Thiazolidediones- Insulin","C0005382, C0360396, C3540012, C0065880, C1579432, C0038766, C3653359, C0021641, C1533581, C1579433, C3714501, C0935929","Organic Chemical (orch), Organic Chemical (orch), Organic Chemical (orch), Organic Chemical (orch), Pharmacologic Substance (phsu), Organic Chemical (orch), Pharmacologic Substance (phsu), Amino Acid, Peptide, or Protein (aapp), Amino Acid, Peptide, or Protein (aapp), Pharmacologic Substance (phsu), Hormone (horm), Pharmacologic Substance (phsu)"
26274,9562b54c-7ccd-411f-8e84-0c9de897cfea,"Table 2","Addition of levothyroxine to antidiabetic or insulin therapy may result in increased antidiabetic agent or insulin requirements. Careful monitoring of diabetic control is recommended, especially when thyroid therapy is started, changed, or discontinued.","C0332287, C1883712, C0040165, C1881373, C0935929, C0021641, C1533581, C1579433, C3714501, C0039798, C0087111, C1363945, C1274040, C1546471, C2825142, C0205217, C0442805, C0021641, C1533581, C1579433, C3714501, C1514873, C3889426, C1947933, C0150369, C1283169, C1516647, C0241863, C0243148, C1550141, C1882979, C2587213, C3274648, C0034866, C1272689, C0392747, C0443172, C1444662, C0935929, C1696944, C3540775","Qualitative Concept (qlco), Functional Concept (ftcn), Amino Acid, Peptide, or Protein (aapp), Organic Chemical (orch), Pharmacologic Substance (phsu), Amino Acid, Peptide, or Protein (aapp), Amino Acid, Peptide, or Protein (aapp), Pharmacologic Substance (phsu), Hormone (horm), Functional Concept (ftcn), Therapeutic or Preventive Procedure (topp), Finding (fndg), Functional Concept (ftcn), Idea or Concept (idcn), Finding (fndg), Quantitative Concept (qnco), Functional Concept (ftcn), Amino Acid, Peptide, or Protein (aapp), Amino Acid, Peptide, or Protein (aapp), Pharmacologic Substance (phsu), Hormone (horm), Functional Concept (ftcn), Functional Concept (ftcn), Activity (acty), Health Care Activity (hlca), Health Care Activity (hlca), Research Activity (resa), Finding (fndg), Qualitative Concept (qlco), Substance (sbst), Conceptual Entity (cnce), Functional Concept (ftcn), Qualitative Concept (qlco), Idea or Concept (idcn), Qualitative Concept (qlco), Functional Concept (ftcn), Quantitative Concept (qnco), "
26275,9562b54c-7ccd-411f-8e84-0c9de897cfea,"Table 2","Cardiac Glycosides",C0007158,"Organic Chemical (orch)"
26276,9562b54c-7ccd-411f-8e84-0c9de897cfea,"Table 2","Cardiac Glycosides",C0007158,"Organic Chemical (orch)"
26277,9562b54c-7ccd-411f-8e84-0c9de897cfea,"Table 2","Cardiac Glycosides",C0007158,"Organic Chemical (orch)"
26278,9562b54c-7ccd-411f-8e84-0c9de897cfea,"Table 2","Serum digitalis glycoside levels may be reduced in hyperthyroidism or when the hypothyroid patient is converted to the euthyroid state. Therapeutic effect of digitalis glycosides may be reduced.","C0229671, C1546774, C1550100, C0441889, C0392756, C0020550, C0020676, C0030705, C2360836, C2360838, C2360840, C0117002, C1301808, C1442792, C3148680, C0392756, C0012253, C1527144, C0012253","Body Substance (bdsu), Intellectual Product (inpr), Body Substance (bdsu), Qualitative Concept (qlco), Qualitative Concept (qlco), Disease or Syndrome (dsyn), Disease or Syndrome (dsyn), Patient or Disabled Group (podg), Clinical Attribute (clna), Clinical Attribute (clna), Clinical Attribute (clna), Finding (fndg), Geographic Area (geoa), Functional Concept (ftcn), Geographic Area (geoa), Qualitative Concept (qlco), Organic Chemical (orch), Clinical Attribute (clna), Organic Chemical (orch)"
26279,9562b54c-7ccd-411f-8e84-0c9de897cfea,"Table 2","Cytokines- Interferon-?- Interleukin-2","C0079189, C1524094, C0021747, C0733470, C3652465, C0021764, C1527200","Amino Acid, Peptide, or Protein (aapp), Amino Acid, Peptide, or Protein (aapp), Amino Acid, Peptide, or Protein (aapp), Amino Acid, Peptide, or Protein (aapp), Amino Acid, Peptide, or Protein (aapp), Amino Acid, Peptide, or Protein (aapp), Amino Acid, Peptide, or Protein (aapp)"
26280,9562b54c-7ccd-411f-8e84-0c9de897cfea,"Table 2","Cytokines- Interferon-?- Interleukin-2","C0079189, C1524094, C0021747, C0733470, C3652465, C0021764, C1527200","Amino Acid, Peptide, or Protein (aapp), Amino Acid, Peptide, or Protein (aapp), Amino Acid, Peptide, or Protein (aapp), Amino Acid, Peptide, or Protein (aapp), Amino Acid, Peptide, or Protein (aapp), Amino Acid, Peptide, or Protein (aapp), Amino Acid, Peptide, or Protein (aapp)"
26281,9562b54c-7ccd-411f-8e84-0c9de897cfea,"Table 2","Cytokines- Interferon-?- Interleukin-2","C0079189, C1524094, C0021747, C0733470, C3652465, C0021764, C1527200","Amino Acid, Peptide, or Protein (aapp), Amino Acid, Peptide, or Protein (aapp), Amino Acid, Peptide, or Protein (aapp), Amino Acid, Peptide, or Protein (aapp), Amino Acid, Peptide, or Protein (aapp), Amino Acid, Peptide, or Protein (aapp), Amino Acid, Peptide, or Protein (aapp)"
26282,9562b54c-7ccd-411f-8e84-0c9de897cfea,"Table 2","Therapy with interferon-? has been associated with the development of antithyroid microsomal antibodies in 20% of patients and some have transient hypothyroidism, hyperthyroidism, or both. Patients who have antithyroid antibodies before treatment are at higher risk for thyroid dysfunction during treatment. Interleukin-2 has been associated with transient painless thyroiditis in 20% of patients. Interferon-? and -? have not been reported to cause thyroid dysfunction.","C0039798, C0087111, C1363945, C0021747, C0733470, C3652465, C0040363, C0041260, C1883351, C0332281, C0243107, C0678723, C1527148, C0700384, C1979928, C0450371, C0030705, C0271795, C0020550, C0030705, C0700384, C0039798, C0087111, C1522326, C1533734, C1705169, C3538994, C3887704, C0332167, C3272283, C0348024, C0039798, C0087111, C1522326, C1533734, C1705169, C3538994, C3887704, C0021764, C1527200, C0332281, C0040704, C0205374, C0271814, C0450371, C0030705, C0021747, C0733470, C3652465, C1518422, C0684224, C0700287, C0015127, C1524003, C0348024","Functional Concept (ftcn), Therapeutic or Preventive Procedure (topp), Finding (fndg), Amino Acid, Peptide, or Protein (aapp), Amino Acid, Peptide, or Protein (aapp), Amino Acid, Peptide, or Protein (aapp), Geographic Area (geoa), Amino Acid, Peptide, or Protein (aapp), Qualitative Concept (qlco), Qualitative Concept (qlco), Physiologic Function (phsf), Organism Function (orgf), Functional Concept (ftcn), Amino Acid, Peptide, or Protein (aapp), Qualitative Concept (qlco), Organism Attribute (orga), Patient or Disabled Group (podg), Disease or Syndrome (dsyn), Disease or Syndrome (dsyn), Patient or Disabled Group (podg), Amino Acid, Peptide, or Protein (aapp), Functional Concept (ftcn), Therapeutic or Preventive Procedure (topp), Functional Concept (ftcn), Therapeutic or Preventive Procedure (topp), Conceptual Entity (cnce), Research Activity (resa), Health Care Activity (hlca), Qualitative Concept (qlco), Finding (fndg), Pathologic Function (patf), Functional Concept (ftcn), Therapeutic or Preventive Procedur"
